,TransactionID,CustomerID,TransactionType,Amount,Date,Branch,Region,CustomerSegment
28,TXN00029,9132b63e-f162-47e4-a9c3-49e03602f8ac,Purchase,158.84,2025-06-30,Maadi,Assiut,VIP
29,TXN00030,a7cad415-366e-416f-908e-bad7b7c93acf,Purchase,2080.3,2025-02-03,Heliopolis,Alexandria,Regular
30,TXN00031,a491f0b2-ea1f-4a65-a27a-984d654821d0,Purchase,4260.99,2025-01-19,Zamalek,Alexandria,VIP
31,TXN00032,3f22faf8-23be-401d-83cf-2fde24933b83,Withdrawal,7731.23,2025-05-10,Maadi,Giza,VIP
32,TXN00033,bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Purchase,873.35,2025-03-09,Maadi,Assiut,New
33,TXN00034,663f1c97-9562-49f0-a5d7-b8756dadd6c7,Purchase,3186.22,2024-12-12,Heliopolis,Alexandria,New
34,TXN00035,2369b584-ff5e-4ff0-bf50-bde4382567b8,Purchase,3494.93,2025-02-07,Heliopolis,Assiut,New
35,TXN00036,0c0fd195-c17a-408a-9745-d6d87e570ddf,Purchase,8507.83,2025-06-24,Zamalek,Alexandria,New
36,TXN00037,28f49481-a0a0-4dc4-a720-9bdf1c11f735,Purchase,5678.71,2025-05-28,Nasr City,Alexandria,New
37,TXN00038,10435a10-98ae-4334-ac12-ace8ae340454,Purchase,8090.45,2024-12-21,Heliopolis,Mansoura,New
38,TXN00039,77d21e02-ff01-4f99-988c-24c961b1cd22,Withdrawal,7213.33,2025-02-15,New Cairo,Assiut,Regular
39,TXN00040,dc5c0eed-8da0-465b-b898-97b9405cacec,Deposit,3432.07,2024-07-29,Heliopolis,Alexandria,New
40,TXN00041,ae849217-1d53-434b-b881-39b9ae270da7,Deposit,4059.16,2025-07-03,Nasr City,Assiut,Regular
41,TXN00042,c4c2e2e3-444e-47c8-8039-87108976e334,Purchase,3244.31,2025-03-30,Nasr City,Mansoura,New
42,TXN00043,6f4cc69a-4b22-4308-9c8e-aee95715bd6f,Withdrawal,1640.98,2024-09-24,Zamalek,Cairo,Regular
43,TXN00044,b8db0672-f42d-47cc-80d4-af5974273ca3,Withdrawal,6001.58,2025-06-30,New Cairo,Cairo,New
44,TXN00045,8026695f-f8cd-488b-836d-76e2b83cfe0b,Withdrawal,9837.95,2025-05-16,Maadi,Assiut,Regular
45,TXN00046,1b3dbd5c-e9a1-4a6f-81f7-6d1c2dbc2134,Withdrawal,928.31,2025-06-28,Heliopolis,Mansoura,VIP
46,TXN00047,a39231a7-d777-4477-8c66-e0a8a013ac6e,Purchase,9598.15,2025-02-07,Heliopolis,Assiut,New
47,TXN00048,5fb8d16c-2720-497d-b2eb-d6899be578c7,Deposit,3769.67,2025-05-17,Heliopolis,Assiut,VIP
48,TXN00049,c754108f-f418-4f3f-8a14-be62295b4715,Withdrawal,7302.31,2025-07-18,Nasr City,Alexandria,New
49,TXN00050,99546eb4-0025-4ad1-ab22-63dd87c5421e,Withdrawal,6394.8,2024-11-27,Heliopolis,Alexandria,Regular
50,TXN00051,edd96831-1ca3-4cfb-84fc-6d827d154385,Withdrawal,6370.42,2024-12-12,New Cairo,Cairo,VIP
51,TXN00052,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,Deposit,6258.62,2024-11-21,Heliopolis,Mansoura,Regular
52,TXN00053,e0c53cb8-3da9-42a9-8ed4-2f1a3d4cbf37,Purchase,6097.82,2025-03-02,New Cairo,Assiut,VIP
53,TXN00054,bb5e4bcf-15ed-4269-9429-6c07f26b4776,Withdrawal,7789.01,2025-01-29,Heliopolis,Alexandria,VIP
54,TXN00055,c2b6d2c5-fa5d-4100-91b7-e948d0e6e660,Withdrawal,9092.79,2025-02-16,New Cairo,Assiut,New
55,TXN00056,a8e56e0c-20de-435d-a031-d750c40db9b4,Purchase,8253.83,2025-01-25,Nasr City,Alexandria,New
56,TXN00057,43dac043-2a45-42ab-8cbf-edb0f264accc,Purchase,5819.89,2025-02-14,Heliopolis,Mansoura,New
57,TXN00058,f6e07cc0-6c52-449f-9b49-bd26df57c59a,Purchase,8781.47,2024-10-15,Zamalek,Mansoura,Regular
58,TXN00059,badcc32a-c159-4f53-8a0f-4efbedcd465e,Purchase,848.67,2025-04-18,Nasr City,Assiut,New
59,TXN00060,66245bfa-4fcc-439a-b683-d2e6337ea2df,Purchase,6473.48,2025-04-11,New Cairo,Assiut,VIP
60,TXN00061,e64d1bcb-7027-43a1-9f98-7c71a65e688e,Withdrawal,9100.49,2025-02-11,Maadi,Assiut,New
61,TXN00062,3985c3cf-3f76-4e1d-9efa-21977394988f,Deposit,6358.88,2024-08-18,Maadi,Cairo,Regular
62,TXN00063,8dcdcd03-969b-4662-8562-8059568cc69b,Purchase,3015.92,2024-10-22,Heliopolis,Giza,VIP
63,TXN00064,122c9a56-01d7-4256-b860-2ab696a402f2,Deposit,8827.68,2025-04-25,New Cairo,Mansoura,Regular
64,TXN00065,114125c6-3a9b-4dd4-8f12-59e0a18ff6b6,Deposit,5658.85,2025-07-11,Heliopolis,Assiut,Regular
65,TXN00066,1223b513-5496-463c-9c11-10c1080aadfb,Withdrawal,8175.38,2025-02-09,Maadi,Assiut,New
66,TXN00067,7c441fe7-ab42-40a7-874a-493b3ceddf2d,Withdrawal,764.36,2024-10-16,Zamalek,Mansoura,New
67,TXN00068,ef7ddc76-b92d-422b-a1df-306f8a0b3c33,Withdrawal,3896.21,2025-07-02,Zamalek,Giza,New
68,TXN00069,3e351128-7900-47f9-9382-9b43922fe15a,Deposit,9714.65,2025-05-25,Nasr City,Mansoura,New
69,TXN00070,30beb45f-6835-44f2-8eb8-1f9d7914c120,Purchase,8715.77,2024-08-30,Maadi,Giza,VIP
70,TXN00071,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,Purchase,9989.31,2025-01-05,Maadi,Giza,VIP
71,TXN00072,baa4b71a-dd24-47ac-b78e-edb3693dffbc,Purchase,9482.9,2024-08-15,Maadi,Assiut,New
72,TXN00073,a56c0941-fbf2-4050-a748-dbcfac619e63,Withdrawal,3554.49,2024-09-01,Maadi,Giza,Regular
73,TXN00074,56dc8907-ba6c-44ab-a712-303a0f844fef,Purchase,7430.75,2025-05-31,New Cairo,Giza,New
74,TXN00075,310c0c00-3fa7-4104-9bf9-0e27dc96925e,Purchase,5974.6,2024-10-06,Heliopolis,Assiut,New
75,TXN00076,6c006f61-23e2-4cb4-b2d8-567d894a05e4,Deposit,8214.47,2024-10-04,Heliopolis,Mansoura,New
76,TXN00077,dfde4fbf-3ff3-40bf-b66e-cb15474ebc19,Purchase,2945.32,2025-07-18,Heliopolis,Alexandria,New
77,TXN00078,dc815fe7-ceda-4bbb-b171-0434134c6c92,Purchase,3968.27,2025-06-22,Nasr City,Giza,New
78,TXN00079,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Deposit,329.96,2025-02-19,Nasr City,Mansoura,New
79,TXN00080,17e011b7-f810-4383-83c7-2ba8d605e770,Deposit,7344.26,2025-07-19,Maadi,Mansoura,Regular
80,TXN00081,2a935d62-3c83-4dc0-9944-1fa5c0e9ab30,Purchase,3925.38,2024-12-29,Nasr City,Giza,VIP
81,TXN00082,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,Withdrawal,1878.65,2024-12-27,Nasr City,Alexandria,New
82,TXN00083,610461e3-2a25-4888-8f02-bad0e7067ef4,Purchase,5504.21,2024-07-25,Nasr City,Cairo,VIP
83,TXN00084,ed3049cf-43e4-48fc-a3f2-ae24fc3d3348,Deposit,3979.52,2025-05-25,New Cairo,Assiut,New
84,TXN00085,6c4a37ea-4906-47f2-b47b-6dbac8fe3ccd,Deposit,2080.86,2025-04-21,Zamalek,Assiut,VIP
85,TXN00086,c88a618e-fed4-457d-bb02-6576f512c4c3,Deposit,6758.66,2025-02-25,Zamalek,Giza,New
86,TXN00087,27a0c3d7-7c96-4f79-b7e9-9acaa97065e1,Purchase,9127.09,2024-10-06,Maadi,Giza,Regular
87,TXN00088,0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,Withdrawal,9146.05,2025-03-06,Zamalek,Cairo,New
88,TXN00089,bf7b539b-0f9a-4a4b-8acd-4e10bc594585,Purchase,8320.84,2024-11-23,Nasr City,Assiut,Regular
89,TXN00090,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Deposit,5573.79,2025-02-05,Heliopolis,Mansoura,VIP
90,TXN00091,284d82e5-87f7-41fb-9a4b-d9caeb5cf467,Purchase,9245.94,2024-08-16,Zamalek,Mansoura,New
91,TXN00092,d9f195d0-1482-4f53-8201-0c62f5f59b22,Deposit,3636.78,2024-10-05,Zamalek,Giza,VIP
92,TXN00093,acdabacc-1165-4210-9854-3881118a9d29,Deposit,507.96,2025-06-24,New Cairo,Assiut,New
93,TXN00094,f10c718b-1eb0-438a-a75d-d5af3c365296,Withdrawal,6150.14,2025-07-05,Maadi,Assiut,VIP
94,TXN00095,98326856-9434-4a03-bf07-f81491d63f78,Deposit,9875.85,2024-08-09,Nasr City,Giza,Regular
95,TXN00096,a8499b92-6b52-42e3-94fc-dd549e8fc965,Purchase,1127.41,2025-03-08,Maadi,Alexandria,VIP
96,TXN00097,ef48e8d5-50fd-4d3f-85d5-169590b2b633,Purchase,9894.06,2024-11-03,Heliopolis,Assiut,Regular
97,TXN00098,506e5a9a-b758-488d-ab73-295b344a54b8,Purchase,3016.06,2024-10-25,Nasr City,Mansoura,VIP
98,TXN00099,abf3e3fc-2181-4d25-a552-38a643ff5011,Purchase,1456.43,2025-04-01,Nasr City,Mansoura,New
99,TXN00100,edd4253b-50f0-4d0a-b50c-ab754ccc9bc2,Withdrawal,7188.12,2025-05-12,Nasr City,Cairo,Regular
100,TXN00101,75523327-0262-4f73-9292-2f83ef8c485b,Deposit,4734.41,2025-03-23,Maadi,Alexandria,VIP
101,TXN00102,19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Purchase,7581.19,2024-08-22,Zamalek,Alexandria,New
102,TXN00103,43e42caf-8181-48cc-b691-47eb89a2688b,Purchase,3438.39,2024-09-14,Maadi,Mansoura,Regular
103,TXN00104,119c4ea3-e180-4081-9958-a499eeea163e,Purchase,8782.54,2025-07-01,New Cairo,Mansoura,New
104,TXN00105,286218b8-48f4-4f12-9e99-53d23e896c64,Withdrawal,7463.31,2025-01-11,New Cairo,Giza,New
105,TXN00106,4d71c366-b41b-4143-8b10-550cd5704f32,Withdrawal,4753.3,2025-03-19,Nasr City,Mansoura,Regular
106,TXN00107,a76afde6-ce9e-4a11-bcbb-4e59fbddcf7c,Purchase,8887.51,2025-02-15,Heliopolis,Alexandria,VIP
107,TXN00108,8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,Deposit,9184.69,2024-11-18,Maadi,Giza,Regular
108,TXN00109,f05db76e-1a84-451a-a9d3-d7c7ee87905e,Purchase,2597.96,2025-07-01,Zamalek,Assiut,VIP
109,TXN00110,e3c43657-1d8c-4bac-83b4-09ef2260e70f,Withdrawal,5662.38,2024-09-04,Heliopolis,Alexandria,New
110,TXN00111,45b89cd9-27cb-4f2a-8da0-1097be0f051b,Purchase,584.47,2024-11-11,Zamalek,Cairo,Regular
111,TXN00112,57c700aa-b7b5-4ea7-b5eb-d32d9ad620ab,Withdrawal,8923.89,2024-10-12,Maadi,Cairo,Regular
112,TXN00113,439472e6-da58-4e8a-a25d-6b29afffcfd2,Withdrawal,1682.95,2025-02-06,Heliopolis,Cairo,Regular
113,TXN00114,e87d1c78-e7c4-41c7-8049-7b717d106c60,Deposit,6595.11,2025-06-18,Maadi,Alexandria,VIP
114,TXN00115,6c6f7633-a260-4723-97a0-df490d01280f,Purchase,9164.47,2025-06-12,Nasr City,Cairo,VIP
115,TXN00116,5563f616-00e8-4ece-8b49-452d46d483f3,Purchase,3318.66,2025-05-20,Heliopolis,Alexandria,Regular
116,TXN00117,430f801d-fad4-49e2-a319-dcb4217d65a0,Deposit,8501.61,2024-09-25,Zamalek,Alexandria,Regular
117,TXN00118,b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Purchase,2728.67,2025-01-07,Heliopolis,Giza,New
118,TXN00119,13432e61-1ca3-4448-8279-b6a68f9797b0,Withdrawal,6478.2,2025-07-02,Maadi,Alexandria,Regular
119,TXN00120,8babce3b-2628-4bfb-a767-dceab0e6a969,Deposit,1437.04,2024-08-07,Maadi,Alexandria,VIP
120,TXN00121,8d7248e2-951f-48d0-9e84-f058d5a804eb,Purchase,6684.57,2024-09-20,Nasr City,Assiut,Regular
121,TXN00122,4eea04e7-0ab5-4bde-a0a0-45026e068097,Deposit,4010.02,2024-12-13,Zamalek,Alexandria,VIP
122,TXN00123,f8e1daa7-cbce-4bde-aede-db07e623a689,Withdrawal,5494.4,2025-06-24,Nasr City,Assiut,VIP
123,TXN00124,35c7936c-5b99-42c6-a61f-ecc00a368ce7,Withdrawal,4583.52,2025-04-15,Maadi,Mansoura,New
124,TXN00125,5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,Withdrawal,1138.38,2025-05-23,New Cairo,Giza,VIP
125,TXN00126,6808593f-dfed-4c43-a256-a6dc8f5486b7,Withdrawal,2051.29,2025-03-23,Nasr City,Alexandria,Regular
126,TXN00127,ee0caeb5-ecfe-4b99-a790-cebdbfddc3d9,Withdrawal,774.81,2024-10-24,Nasr City,Mansoura,New
127,TXN00128,ccc56569-f9e8-4369-a999-b735dd56cc94,Purchase,4072.98,2025-06-04,Heliopolis,Alexandria,VIP
128,TXN00129,0658663a-698c-406f-a1a4-7e102d534dd0,Withdrawal,3691.14,2024-10-02,Nasr City,Mansoura,New
129,TXN00130,c84a7b28-550a-4b46-acab-3301bc8f7d29,Purchase,1388.87,2025-07-21,Nasr City,Mansoura,New
130,TXN00131,dd334cc7-ab7f-489a-8d5f-4822696608aa,Withdrawal,1590.48,2025-05-06,Zamalek,Giza,Regular
131,TXN00132,28c13091-444d-410b-bf87-e362cf8d446a,Purchase,6408.59,2025-05-26,New Cairo,Mansoura,Regular
132,TXN00133,df465290-61ee-411a-9bac-27a7b386f7a4,Withdrawal,5401.37,2024-08-09,Zamalek,Assiut,VIP
133,TXN00134,33173470-38f1-4a81-b87f-2425dbccc477,Purchase,5914.09,2025-06-07,Nasr City,Assiut,VIP
134,TXN00135,4e20fd1a-5983-46e3-b5d6-6ed4eb1fa9f2,Deposit,3846.05,2025-06-08,Maadi,Assiut,VIP
135,TXN00136,39118497-3a43-42ba-9f0f-06cbcb9bc326,Deposit,3639.45,2024-08-03,Zamalek,Alexandria,New
136,TXN00137,5408f9ac-6601-4dd0-b170-f437a8f7ef5a,Purchase,8495.92,2024-11-10,Zamalek,Mansoura,New
137,TXN00138,c5f8bc16-f786-4b50-91c5-8ef0dd463c09,Withdrawal,4060.52,2024-11-10,Heliopolis,Assiut,Regular
138,TXN00139,6651529e-8268-490b-a438-25b559e4b671,Purchase,8581.61,2025-04-14,Nasr City,Cairo,Regular
139,TXN00140,54c63cd8-8945-4f27-97fa-2d8dfb2ca025,Withdrawal,928.67,2025-07-24,Zamalek,Assiut,New
140,TXN00141,f86c2ca2-e085-46db-9d87-09660710d430,Purchase,6504.09,2024-11-03,New Cairo,Alexandria,Regular
141,TXN00142,fbc9f87a-f668-4617-94a1-875d2db69edb,Deposit,5422.72,2024-11-05,Maadi,Assiut,Regular
142,TXN00143,6f3f920c-98b8-44cc-9bc0-44fc09cb3942,Deposit,7006.38,2024-12-06,Zamalek,Mansoura,Regular
143,TXN00144,6fb78271-504d-481f-8953-5b63ba81edd9,Withdrawal,6713.24,2025-03-17,Zamalek,Alexandria,Regular
144,TXN00145,629c2ae3-1d9a-4659-82ec-9f2dfbf6e16f,Purchase,954.56,2025-07-09,Zamalek,Mansoura,New
145,TXN00146,0b5cea6a-4135-4e8c-b0a9-00ad939b462d,Purchase,2105.15,2025-04-26,Nasr City,Giza,New
146,TXN00147,ecf27e76-8519-4ff4-806e-d6e36fa17735,Purchase,3342.34,2025-06-03,Zamalek,Mansoura,Regular
147,TXN00148,f0b5156b-b82c-4074-afd5-dea589d7fd6c,Withdrawal,8309.68,2025-05-09,New Cairo,Giza,Regular
148,TXN00149,5d3d9e56-3270-44fa-abae-4f43bcae8081,Deposit,7603.3,2025-01-08,Nasr City,Giza,Regular
149,TXN00150,ebb7a385-aa0b-4b14-b2e9-702d11e9cdaa,Deposit,7438.29,2024-11-30,Nasr City,Cairo,VIP
150,TXN00151,d9178793-a9d3-42e6-905c-c6869f871ce7,Withdrawal,7144.39,2024-09-11,Maadi,Mansoura,VIP
151,TXN00152,81d2c7de-4ce1-4b90-a669-7833b841d0a0,Withdrawal,7011.96,2024-11-22,Heliopolis,Assiut,Regular
152,TXN00153,6703b636-5380-4904-a88c-7015aab97e49,Deposit,4213.13,2025-04-21,Nasr City,Mansoura,VIP
153,TXN00154,311c6eb6-2095-4ef6-8ded-f9fb4bb00f20,Purchase,947.67,2025-01-04,Heliopolis,Giza,New
154,TXN00155,ad64b56c-610f-4a3f-b0bb-ac67aa38d0a1,Deposit,653.67,2025-05-11,Heliopolis,Cairo,VIP
155,TXN00156,91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,Deposit,2329.92,2024-11-18,New Cairo,Assiut,Regular
156,TXN00157,001a9a8b-d56f-4350-8c45-9ce267f48ad5,Deposit,4214.38,2024-11-20,Zamalek,Giza,Regular
157,TXN00158,c9277d9b-6e0d-4648-b5ce-884149732d6c,Deposit,418.23,2025-03-07,Nasr City,Alexandria,VIP
158,TXN00159,77097749-527e-4cfa-a79a-c9aa9b4e2c24,Purchase,1720.97,2025-01-12,Nasr City,Mansoura,New
159,TXN00160,82dc4c8e-36b5-429a-acf5-e81e71316269,Deposit,9481.61,2025-01-24,Maadi,Alexandria,VIP
160,TXN00161,cbc84759-f5b7-4cc7-a6b3-c944cb323e35,Purchase,1969.23,2025-05-06,Zamalek,Assiut,Regular
161,TXN00162,48a639d0-15b5-4908-a8aa-71582b70e525,Deposit,5926.5,2025-02-10,New Cairo,Assiut,VIP
162,TXN00163,55cee5db-9e87-404c-a208-6977a9f25336,Deposit,4591.06,2024-08-30,Zamalek,Assiut,VIP
163,TXN00164,3c20592f-c04a-46c4-b3b6-3fe1d1843324,Withdrawal,6867.14,2025-04-12,Heliopolis,Giza,VIP
164,TXN00165,32fa2de8-ce7a-47f6-b982-0cff4f77a665,Withdrawal,8945.51,2024-09-20,New Cairo,Cairo,Regular
165,TXN00166,fbe33b24-3eae-4032-8bd4-a9900640be0f,Withdrawal,9465.54,2025-01-25,Zamalek,Assiut,VIP
166,TXN00167,12a4def0-c4bb-47a9-9988-68dd9c7c7377,Deposit,7716.55,2025-01-17,Nasr City,Giza,VIP
167,TXN00168,935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,Deposit,5505.92,2024-10-08,Nasr City,Cairo,New
168,TXN00169,7e8f8095-624c-49b6-b244-45a7b7e58481,Deposit,2617.98,2024-12-27,Maadi,Giza,VIP
169,TXN00170,b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,Purchase,2371.21,2024-07-27,Zamalek,Giza,VIP
170,TXN00171,c521bf2d-dc45-4539-803f-3538e4855aa1,Deposit,9429.96,2025-07-03,Maadi,Assiut,Regular
171,TXN00172,3805f907-6cd6-4193-8746-8f591b494e15,Purchase,8840.45,2024-10-01,Maadi,Alexandria,Regular
172,TXN00173,8498e113-b227-462c-b53d-4330cdda24ba,Purchase,3654.72,2025-01-21,New Cairo,Cairo,VIP
173,TXN00174,eadf5085-3fcb-4546-8eb2-25790cdb1ca4,Withdrawal,7897.67,2025-06-19,Zamalek,Assiut,Regular
174,TXN00175,cd29a36f-2222-42e1-b4da-aebf1f115b76,Deposit,1867.43,2025-01-21,Heliopolis,Assiut,Regular
175,TXN00176,8f15ba58-fce6-4504-87f8-424daae65fc1,Withdrawal,2347.22,2025-03-13,Heliopolis,Cairo,New
176,TXN00177,e4347d51-c158-4092-b335-cba3513a7052,Deposit,3094.63,2025-01-12,Zamalek,Giza,VIP
177,TXN00178,e45b712e-b822-4688-90a4-44329cd6c852,Deposit,9379.87,2025-02-06,Zamalek,Giza,New
178,TXN00179,8c41561b-e827-41b9-94a0-2e536d3ee1dc,Deposit,7180.37,2025-01-14,Maadi,Alexandria,New
179,TXN00180,dc8aee30-be60-43f7-a8be-9288e5af6e39,Purchase,2324.19,2025-01-25,Maadi,Cairo,VIP
180,TXN00181,3f4b1a70-c074-418e-825a-609f7337c599,Withdrawal,1990.88,2025-06-16,Nasr City,Mansoura,Regular
181,TXN00182,c715b2b9-c40c-4d91-86fd-e062a33dc7af,Deposit,1129.74,2025-02-12,Nasr City,Mansoura,New
182,TXN00183,464c04af-3d3f-4799-a072-95e97c0e8cd8,Deposit,7361.08,2025-01-11,Maadi,Alexandria,VIP
183,TXN00184,3c07c574-4925-4af1-b6aa-e05b13d5f2f7,Deposit,168.26,2024-11-07,Heliopolis,Alexandria,New
184,TXN00185,8a476a87-e49d-481d-91d8-7c6455fa1ab8,Deposit,6021.83,2024-08-25,New Cairo,Giza,VIP
185,TXN00186,620e99d3-3b33-43d8-a69c-d696236c7b87,Withdrawal,6552.78,2025-04-20,New Cairo,Cairo,Regular
186,TXN00187,10714d51-36c5-4dac-b4d7-e28e271e3ee2,Deposit,2023.94,2025-01-02,Heliopolis,Cairo,New
187,TXN00188,7746d0ba-8ae8-405b-94b4-a48268586eba,Deposit,140.31,2025-01-02,Zamalek,Cairo,Regular
188,TXN00189,6b8e869f-d538-4b0e-b4f3-193c0ff0a55c,Withdrawal,9817.79,2024-12-23,Maadi,Cairo,VIP
189,TXN00190,f2311f17-9586-4a76-8511-55ffe7a37e81,Deposit,2682.55,2025-04-21,Zamalek,Giza,New
190,TXN00191,c3fe0183-e172-4725-9b52-ca5805000bc6,Withdrawal,8812.19,2025-03-05,Zamalek,Assiut,VIP
191,TXN00192,f1578470-0182-47c4-ba1b-58066160a6b4,Purchase,1421.15,2024-12-08,Zamalek,Giza,Regular
192,TXN00193,da7b9095-63d6-4a39-80e3-befd4c71e0fe,Withdrawal,8269.84,2025-07-06,Zamalek,Alexandria,VIP
193,TXN00194,89c8d2ab-6b44-4a8d-95f2-5073f41402b1,Deposit,4404.14,2025-05-11,Zamalek,Mansoura,Regular
194,TXN00195,9a6ec2f5-ccc4-4903-8bcf-53a1bc10fa52,Withdrawal,3277.22,2025-07-08,Heliopolis,Assiut,VIP
195,TXN00196,45df16b6-382c-443f-bcfc-9b793875394c,Withdrawal,9398.7,2025-01-10,New Cairo,Assiut,New
196,TXN00197,560c95ee-638c-454c-876e-2bba7c5308bf,Purchase,7670.94,2025-04-10,Heliopolis,Mansoura,VIP
197,TXN00198,b963f37f-6781-4c1f-8c53-0e36addc3e13,Deposit,1652.12,2024-09-27,New Cairo,Giza,New
198,TXN00199,20ac3703-eb67-446a-b7a6-e17cd72b6108,Withdrawal,9620.09,2025-03-23,Nasr City,Alexandria,VIP
199,TXN00200,64de82e6-e82c-4d7b-86e7-45f988bc539c,Purchase,4811.77,2025-03-11,Zamalek,Mansoura,VIP
200,TXN00201,157d94a1-06f0-48ff-a9ba-5a27907bfe36,Deposit,4624.15,2025-03-31,Zamalek,Cairo,New
201,TXN00202,7631de9d-dde9-4863-a2bd-33886db99102,Withdrawal,6026.68,2024-10-03,Nasr City,Mansoura,Regular
202,TXN00203,53cd6268-610c-4373-8299-9aa40cdf742b,Withdrawal,1779.84,2024-10-15,Zamalek,Assiut,VIP
203,TXN00204,c2dff335-5666-4f9f-93ac-2ab974672cd9,Purchase,5429.29,2025-07-01,Maadi,Cairo,New
204,TXN00205,f3821cfd-c083-473a-873b-d358610e6a64,Purchase,5216.83,2025-06-13,New Cairo,Mansoura,VIP
205,TXN00206,14f7ce8d-d5bc-48d0-8094-dded6bebac31,Deposit,9846.62,2025-01-23,Zamalek,Assiut,Regular
